rating,tips,cat_name,cat_parent
6.4,Nice Guinness and a good place to drink and watch a game of footie,Irish Pub,
5.8,It was superb,Irish Pub,
6.0,roof garden is a great sun trap,Irish Pub,
6.9,Surprisingly good food. Get the ultimate burger if you're hungry.,Irish Pub,
6.1,Kingston's best pub,Irish Pub,
8.5,The salt beef hash is a winner! Packed with flavour and a very generous portion! Grandma's chicken soup is really good too as is the ice-t on tap! Great little spot!!!,Jewish Restaurant,
8.3,"If you crave the New York deli food then you came to the right place. However, i wouldn’t compare it to the famous “Katz deli “",Jewish Restaurant,
7.7,The salt beef sandwich with saurkraut and mustard !! Yummmm. Roast beef sandwich on the the hand horrible don't bother. Oh and salt and vinegar chips !!,Jewish Restaurant,
6.1,Salt beef on Rye. Make sure to get pickles and mustard.,Jewish Restaurant,
7.6,,Kosher Restaurant,
,Go for menu B.,Kosher Restaurant,
7.1,"Lovely food, friendly staff and very happy atmosphere - worth a visit!",Latin American Restaurant,
6.4,"Despite great service, shitty food.",Latin American Restaurant,
6.4,Good lunchtime deals,Latin American Restaurant,
8.6,One of the best places in london,Argentinian Restaurant,
8.9,Superb haven for meat eaters in Blackheath - a superlative Argentinian grill.,Argentinian Restaurant,
7.4,"Nice meat, average service.",Argentinian Restaurant,
6.9,The beef sirloin ams Argentinian style chips were tasty. The chimmi-churri on the other hand was not the best I've had. Service was clumsy and awkward - so much so that we left without having dessert.,Argentinian Restaurant,
5.9,"Lovely place, great cocktails. Lunchtimes at half-term can be a bit loud though.",Argentinian Restaurant,
8.6,One of the best places in london,Argentinian Restaurant,
8.9,Superb haven for meat eaters in Blackheath - a superlative Argentinian grill.,Argentinian Restaurant,
7.4,"Nice meat, average service.",Argentinian Restaurant,
6.9,The beef sirloin ams Argentinian style chips were tasty. The chimmi-churri on the other hand was not the best I've had. Service was clumsy and awkward - so much so that we left without having dessert.,Argentinian Restaurant,
5.9,"Lovely place, great cocktails. Lunchtimes at half-term can be a bit loud though.",Argentinian Restaurant,
,,Mac & Cheese Joint,
6.3,The staff is polite but I didn't like the food at all.,Moroccan Restaurant,
6.3,The staff is polite but I didn't like the food at all.,Moroccan Restaurant,
9.1,Amazing views of the entire skyline of London! Tried both lunch menu and dinner - the lunch was much better value. Sky bar above the restaurant too,Modern European Restaurant,
8.0,Ask the barman for a vieux carre - it’s not on the menu,Modern European Restaurant,
8.9,Fantastic food. Recommend the wine pairing. Amazing flavours and great service.,Modern European Restaurant,
9.0,Great value for money & fabulous food. The flavours were incredible. Lovely service and spot on with wine suggestions. Would highly recommend,Modern European Restaurant,
8.2,Great sunny day with fantastic cocktails. Their truffle popcorn is just divine 😍,Modern European Restaurant,
8.6,"From the maker's of 10 Greek St comes 8 Hoxton Square. Same deal: great wine list, daily menu and a beautifully designed spot. Brunch in the sun in summer months.",Modern European Restaurant,
8.3,"Really tasty food and the place is just so cute! The eggs are meant to be amazing, however their ""all day breakfast"" dishes were no longer available at 2pm on a Sunday.",Modern European Restaurant,
8.8,Salted Almonds,Modern European Restaurant,
9.2,Exquisite breakfast!,Modern European Restaurant,
8.5,STREET EATS...on this cold & rainy day come and get yourself a delicious bowl of homemade pasta or hot soup from our Street Eats stand outside the restaurant! X,Modern European Restaurant,
8.4,Ok get this: bread and butter pudding...ok what else? Slices of banana. Ok!!! COCONUT & lime sorbet. No wayyyyyy!!! Wait for it... With half a peach roasted and spiced. Heaven on a plate... Yummm!!!,Modern European Restaurant,
8.1,The roast pork with crackling butty is to die for. Well worth the long queues.,Modern European Restaurant,
7.7,"The scotch quails egg is AMAZING, as is the lamb. Wonderful chilled atmosphere, and very friendly attentive servers.",Modern European Restaurant,
7.8,seeing the chief prepare your food and the food is so good you inhale it.,Modern European Restaurant,
7.6,Great beer and cocktail menu. Beautiful interior. Well worth a visit.,Modern European Restaurant,
9.2,"Sit back with an afternoon cup of Earl Grey and crumpets. On the go? In addition to a la carte dining, passersby can stop for hot bacon sandwiches and frankfurters at a take-out counter.",Modern European Restaurant,
7.5,Hard to resist gorging on the fresh baked bread before the meal arrives - but hold out for the pork belly salad or sprouting broccoli with brown butter eggs,Modern European Restaurant,
7.3,"Awesome croissants! BTW, WiFi password for ""TMC Guest"" is: ModernPantry",Modern European Restaurant,
7.1,Breakfast buffet,Modern European Restaurant,
8.8,Well named restaurant - even apple maps can find it,Modern European Restaurant,
9.2,"On London’s funkiest boutique street, neoclassicism and 1960’s futurism meet in this funky and stylish restaurant. A true out-of-this-world experience.",Modern European Restaurant,
9.1,Posh brasserie specializing in Central European dishes and serving the best Wiener schnitzel in town.,Modern European Restaurant,
8.4,Great food👍🙂,Modern European Restaurant,
8.4,"Along with amazing food, the Ivy holds a lovely Bridget Riley painting that I licked when I was 16.",Modern European Restaurant,
8.8,Lovely friendly service with very nice food. Great choice,Modern European Restaurant,
7.9,Perfect place for a quick vino before jumping on the Eurostar,Modern European Restaurant,
7.1,"Amazing service! Eggs Benedict, wedge salad, and blood Mary were delicious. The view is spectacular as well.",Modern European Restaurant,
9.1,"Great modern take on american food, Slow drink Service at vip bar, too many paparazzis in the front, celebs inside & lindsay lohan taking selfies in the bathroom. Worth the hype! Book in advance.",Modern European Restaurant,
7.8,Great set menu for lunch. Good price to quality ratio,Modern European Restaurant,
7.8,"GQ recommends: If you want a wholesome, hearty breakfast then opt for the raggmunk (Swedish potato pancakes), bacon & lingonberry. Order the moreish blueberry smoothie to help wash it all down.",Modern European Restaurant,
8.1,"Food is fantastic, every dish is incredibly great",Modern European Restaurant,
7.4,I had their version of fish and chips....wasn't a fan. But their fizzrovia cocktail was great,Modern European Restaurant,
7.7,"It's Gordon Ramsay's Restaurant, do you really need a tip ?",Modern European Restaurant,
6.9,"Nice art deco restaurant. Good, plentiful portions, reasonably priced for a London hotel. Internal decor can vary depending on season. Some can be quite bare, but flower arrangements pick the place up",Modern European Restaurant,
8.6,"Built in 1924, this was once the biggest garage in Europe, with separate lounges for owners, ladies and chauffeurs. It became a Sir Terence Conran restaurant in 1997.",Modern European Restaurant,
7.4,"The best dinner you will ever have in London (perhaps in your life). Amazing service, attention to detail, wine etc etc. you pay for it but you are in for a real treat!",Modern European Restaurant,
6.5,"The team were really friendly & attentive. The lemon sole, tuna tartare & calamari were all exquisite. Fantastic atmosphere. Love the gallery of pictures & the open pass. Definitely coming back.",Modern European Restaurant,
8.6,Watch out for the mayor!,Modern European Restaurant,
,,Modern European Restaurant,
7.3,"Stunning decor &excellent service. Food was tasty, mix of Italian/Japanese. menu incl vegetarian options, pasta/risotto (carb overload). Chocolate cake dessert was ok not fan of smoked tea ice cream.",Modern European Restaurant,
7.9,Amazing risotto starter,Modern European Restaurant,
7.2,Must see Zaha Hadid's design,Modern European Restaurant,
,"My local  great live  Entertainment music, food is great as they change menu for the better, friendly staff, best to book a tables days before as it gets pretty full up.",Modern European Restaurant,
7.1,"Benedict, gluten free bread. Lovely atmosphere!",Modern European Restaurant,
7.8,,Modern European Restaurant,
5.8,"In its latest incarnation, this canal-side bar remains an excellent option for a lazy sunny afternoon.",Modern European Restaurant,
8.4,"A steakhouse that provides an intimate setting, and a surprisingly large portion of food",Modern European Restaurant,
8.3,The Rhubarb cocktail is cray cray delicious!,Modern European Restaurant,
6.6,Cosy spot to have drinks and socialise.,Modern European Restaurant,
7.6,Fabulous pizza!,Modern European Restaurant,
8.2,"""What happens when an ingredient-obsessed blogger decides to open his own restaurant?...""",Modern European Restaurant,
9.1,"Great views across London, well made cocktails and good food.",Modern European Restaurant,
9.2,cool circular bar..... after a certain amount of liquid u might want to check the loo ports...!!!,Modern European Restaurant,
8.8,Great food - worth the 1 star.,Molecular Gastronomy Restaurant,
9.0,"Enjoy great food whilst wondering whether the guy on the table next to you is a ""dad or date"".",Molecular Gastronomy Restaurant,
5.3,Birthday boy/girl get to eat for free just bring along a valid ID! Great selection to choose from in the evening! Great value for money! The dessert bar is simply the best!,Molecular Gastronomy Restaurant,
,"Looks very generic, almost blunt. Way overpriced and they actually add a 'discretional' tip even to a glass of wine",Molecular Gastronomy Restaurant,
7.5,"Когда накатит тоска по Родине, сюда можно прийти и съесть наваристого борща и выпить компот из сухофруктов.",Polish Restaurant,
7.9,Try the homemade brownie cake - Pure chocolate indulgence!,Polish Restaurant,
8.1,Massive portion! Proper polish food and extremely sweet customer service! Ask to be served by sweet girl Monika. Try all different vodka types! Yammy,Polish Restaurant,
7.7,"Think of sharing. It's not usual that I can't finish a meal, and I took half of the Honey Pork Ribs home!",Polish Restaurant,
8.2,My first try for Polish cuisine. The rye soup was superb and it has a nice atmosphere for dinner. Vodka was great too. Would visit again :),Polish Restaurant,
7.7,A really good 2-course lunch for £25 in the Chelsea area is bloody good! Smacznego! 😊,Polish Restaurant,
,Awesome!delicious,Polish Restaurant,
7.0,I have had the best time ever. They have best coffee cake. Their coffee is so good. The place is luxurious.,Polish Restaurant,
,"It's more of a wine bar than a Swiss restaurant, but the fondue is the big draw here. It ain't the best fondue, but for £5.95 and cheap wine, who cares?",Polish Restaurant,
,Best chilli sauce going!,Kebab Restaurant,
,Large chicken shish and done mix... Every Time,Kebab Restaurant,
9.0,"is hard not to love a place where each table is adorned with a button saying “Push For Champagne,"" though the house speciality cocktail, a Pink Rhubarb Gin & Tonic, is also a good bet.",Russian Restaurant,
9.2,Best russian place in London!! Take your friends here if they are looking for russian cuisine experience!! Food is amazing! Omnomnom,Russian Restaurant,
7.9,The best Russian food in London by far! Highly recommend...seledka pod shuboy- ahhhh!,Russian Restaurant,
6.6,Yogurtlu Kizartma is the best way to start your dinner!,Russian Restaurant,
6.8,Great service and food is delicious. Try sea buckthorn infused vodka,Russian Restaurant,
6.2,Armenia (Around the World in London),Russian Restaurant,
7.0,"The same taste as in Petersburg, the homeland of Stolle chain. The best Russian pies in the universe.",Russian Restaurant,
7.0,Lots of tasty lunch options that are healthy and full of energy. Numerous vegetarian options too. Try the veg burrito or a salad.,Salad Place,
8.3,Great place for lunch takeaway. Reliably tasty food and heavenly mac and cheese!,Salad Place,
8.5,Absolutely gorgeous porridge!,Salad Place,
8.0,Juicy tender grilled lamb box was delicious! Highly recommended.,Salad Place,
8.6,Their crunch salad box with chicken and/or halloumi is tasty & filling and for £5.50 has to the best value in London.,Salad Place,
7.6,"Great food, very healthy, you can see the nutritional value before you buy, I'll be back!",Salad Place,
7.6,Super healthy and fresh salads made right in front of you.,Salad Place,
6.4,Try the Popeye Power juice. My favourite!,Salad Place,
7.5,"The service is totally broken, expect to wait a while. Food however, is pretty good on the Breakfast front.",Salad Place,
7.1,"Almost a bit shabby, you arrive too late in the morning and food is sold out, people are chaotic waiting... all that makes it super sympathetic! Superb counter staff makes adds up to positive standout",Salad Place,
7.3,Had a Malaysian chicken curry which was blander than George Osborne's sex dreams. I had the brown rice to accompany it which was a bad move. It was like chewing on the sawdust.The salads looked good.,Salad Place,
8.3,Great place to go to for a quick bite to eat at lunch. The food is prepared with fresh ingredients. Chicken and bacon sub is delicious here! Staff are friendly and its cheap! Decent coffee too!,Salad Place,
6.9,Awesome! This Should be in Costa Rica too! Great price for an awesome food,Salad Place,
9.0,"Very good vegan lemon drizzle cake (1,90 GBP).",Salad Place,
7.5,"The pizzas are very tasty and good, normally £3.99. Also, the chocolate cake is amazing. Fridays after 3pm is happy hour on pizza.",Salad Place,
7.2,"Pre-order with their app to miss the lunch time rush. If you order in store, look out for the celebrity collection names on their receipts",Salad Place,
7.9,"Friday half price salads after 2:30. Quick, or they'll run out!",Salad Place,
6.8,,Salad Place,
5.6,Book online and pick up to avoid long queue for custom slads.,Salad Place,
8.7,Coffee shipped from Rome! Best coffee in London. The hot pots are sublime and all the breakfast and lunch options are great. I keep coming back again and again with friends family and clients. Great!,Salad Place,
7.8,Get the sweet potato,Salad Place,
7.0,Good choice of healthy food - nice for a quick meal.,Salad Place,
7.3,Slightly pricier than Pret but infinitely better,Salad Place,
7.5,40% off for students on Mondays and Tuesday's!,Salad Place,
6.4,You can pick up ready made salad or choose your own. The special summer tuna salad was filling and good,Salad Place,
7.9,Great healthy tasty food near Baker St station. Cool seating downstairs too.,Salad Place,
6.5,Super egg bowls are pretty good for a fast breakfast,Salad Place,
7.3,"It's one of these want to be trendy salad bars, in fairness it's not overly expensive and the selection of combos is extensive.",Salad Place,
6.8,Quite good vegan options. Super health ❤️✌🏼,Salad Place,
7.5,"Healthy, fresh and very well-balanced meal. You can make your own salad too!",Salad Place,
6.4,Haloumi hot pot is a winner.,Salad Place,
6.6,,Salad Place,
6.4,Ive tried practically all the salads and The Chipotle wins hands down!!!,Salad Place,
7.7,Super healthy salads and df smoothies.,Salad Place,
6.2,Food is good... Quick and healthy...,Salad Place,
8.8,Nice coffeeshop for especially for home(!) office days. Service is really good.,Salad Place,
5.8,Cracking avocado on toast for breakfast,Salad Place,
6.6,Pancakes are insane and the milkshakes are killer,Salad Place,
6.4,Salads galore.,Salad Place,
6.5,Good salads but boy are the staff miserable... Smile guys!,Salad Place,
8.4,"Very lovely place! Super friendly staff, tasty breakfast and (italian) snacks as well as great coffee are the best way to start your day. Fully recommend it! Sorry for the low tip, sir! My fault! :-/",Salad Place,
,,Salad Place,
7.1,Love the food but customer service is hit and miss and sometimes border lining rude. Glasses and dishes are not very clean in general.,Salad Place,
6.7,"You can come up with some amazing 'create your own' salads. Cous cous, salmon, avocado and roasted squash is recommended.",Salad Place,
,Delicious bagels. Good place for healthy food options,Salad Place,
5.7,Try the astoundingly good pasta salad with mozzarella and some type of raw pig. Unless your a veggie. Or have dairy allergy. Or fancy something else. You're an adult and can make your own decisions.,Salad Place,
,"Really nice food, really bad Wi-Fi.",Salad Place,
,,Salad Place,
8.6,Good for you food does not get any better in Ealing.,Salad Place,
,,Salad Place,
,Always get the Berry Sunrise,Salad Place,
,,Salad Place,
5.6,Crazy busy at office lunchtimes but the line does move fast. Great fresh food - opt to make your own rather than getting pre-packed as you have much more control.,Salad Place,
8.1,The closest thing to Shoreditch in Hackney.,Scandinavian Restaurant,
8.1,"Light and cozy, good food, friendly staff, free wifi. Nice place for lunch",Scandinavian Restaurant,
9.0,everything was good but the mackerel and scallop starters stood out,Scandinavian Restaurant,
7.7,"The scotch quails egg is AMAZING, as is the lamb. Wonderful chilled atmosphere, and very friendly attentive servers.",Scandinavian Restaurant,
8.5,Best cinammon buns in London,Scandinavian Restaurant,
9.0,Use the basement toilet. Stare at the vintage album covers of terrible '70s Swedish rock bands & try to out shit them. Then spend the rest of your life trying to replicate their ironic awesomeness,Scandinavian Restaurant,
6.2,The misery of the whole experience isn't worth the cheep prices. Eat before you go or wait till you get home!,Scandinavian Restaurant,
7.8,"GQ recommends: If you want a wholesome, hearty breakfast then opt for the raggmunk (Swedish potato pancakes), bacon & lingonberry. Order the moreish blueberry smoothie to help wash it all down.",Scandinavian Restaurant,
7.8,They revamped the place: worth the very effort. It's a beautiful shabby chic gastropub serving beautifully made cocktails. Timeout Black members get 50% off food.,Scandinavian Restaurant,
7.4,"We tried breakfast board and spicy poached eggs! Delicious delicious delicious!!! Friendly staff, Kupp is very lucky to have the lovely waitress Pilar!",Scandinavian Restaurant,
6.6,Solid Scandinavia food,Scandinavian Restaurant,
7.9,Lovely owner and the food is great. NB If you don't like dill you won't like the menu,Scandinavian Restaurant,
7.6,Healthy Scandinavian cuisine is unique in the area and an absolute favourite.,Scandinavian Restaurant,
6.0,"Sadly average at best :( we had the poached eggs, which should be a triumph in a brunch place, but they disappointed. Not well cooked, hollandaise was tasteless, coffee bad too :(",Scandinavian Restaurant,
,One of the most unique & interactive restaurants in London. Get your chance to chat with michelin starred chefs while preparing an amazing meal. http://bit.ly/R6dRRV,Scandinavian Restaurant,
6.2,"Typical Ikea fare. Surprised, they serve soup here... alas watered coffee though... only the Cafe side has better coffee.",Scandinavian Restaurant,
6.2,Meatballs .....so wrong ...so right....,Scandinavian Restaurant,
5.5,Veggie meat balls - pretty good,Scandinavian Restaurant,
7.9,All the Specials are fresh from Billingsgate Fish Market that morning. Order from the Specials Board for the best fish in the area by a mile,Seafood Restaurant,
8.4,Best fish and chips I've had. And try the calamari too! Where else could you get Calamari to takeaway.,Seafood Restaurant,
7.2,Get a £10 gift voucher free!  http://www.lochfyne-restaurants.com/voucher-offer/voucher-offer-ten-pound/,Seafood Restaurant,
,,Seafood Restaurant,
4.9,"Great Cod fish, taste's delicious 👌😋",Seafood Restaurant,
8.2,"Soup, salad, rice boxes",Soup Place,
8.0,Ask for a taste of any soup to try before you buy,Soup Place,
7.3,They'll let you have tasters of the soups to help you decide!,Soup Place,
7.0,Try the porridge its really nice!,Soup Place,
6.4,You can pick up ready made salad or choose your own. The special summer tuna salad was filling and good,Soup Place,
5.6,Book online and pick up to avoid long queue for custom slads.,Soup Place,
6.1,Your standard lunch hour salad place - nothing really that special.,Soup Place,
5.9,It was my first but I really loved how fresh and taste the food was.,Soup Place,
5.7,Chicken Laksa!!!,Soup Place,
,Make sure you add some of their awesome hot sauce to give your soup a bit of a kick...,Soup Place,
,"A great little place with good food and excellent customer service. Try their Aunt Nana soup, it is divine",Soup Place,
5.7,Try the astoundingly good pasta salad with mozzarella and some type of raw pig. Unless your a veggie. Or have dairy allergy. Or fancy something else. You're an adult and can make your own decisions.,Soup Place,
5.2,Monica the barista is awesome.,Soup Place,
,,Soup Place,
5.3,Disappointing salads,Soup Place,
,"Great soups, great bread and that aubergine dip is awesome!",Soup Place,
5.2,"Fast wifi, nice seating area.",Soup Place,
,,Soup Place,
,Hot salads are the bomb,Soup Place,
,#justsalad mal Dubai! 😜,Soup Place,
7.1,"Lovely food, friendly staff and very happy atmosphere - worth a visit!",South American Restaurant,
7.5,"The fried chicken is amazing! The breading has just a touch of spice that makes my taste buds sing, and the chicken was so moist! KFC eat your heart out!",Southern / Soul Food Restaurant,
8.6,"Slow, overpriced, underportioned and COLD food. Disappointing?",Southern / Soul Food Restaurant,
7.9,The veggie platter was surprisingly good. The live music in the upper bar was really cool!,Southern / Soul Food Restaurant,
6.4,Try buffalo wings and chicken and waffles. Really good food - overall! Me and my friends loved it.,Southern / Soul Food Restaurant,
9.0,"Try the Lobster Festival deal - 1kg lobster, fries and a beer or margerita for £15! Bargain!",Southern / Soul Food Restaurant,
6.7,Great food.,Southern / Soul Food Restaurant,
6.6,Chicken and the friendly atmosphere.,Southern / Soul Food Restaurant,
6.0,Quite bland. BBQ lamb was tough.,Southern / Soul Food Restaurant,
,,Southern / Soul Food Restaurant,
7.5,Had the 'prison plate'. Very nice indeed!,Southern / Soul Food Restaurant,
7.9,"Tapas, Estrella beer",Spanish Restaurant,
8.9,Order the Bilbao steak for two. £59 for two - superb meat. Tarta de la abuela for dessert is AMAZING. You won't be disappointed.,Spanish Restaurant,
7.0,,Spanish Restaurant,
6.3,The food was bland and the service wasn't the greatest. The red wine was good tho.,Spanish Restaurant,
6.4,Nice breakfast and coffee. The flamenco eggs are worth a try!,Spanish Restaurant,
,,Spanish Restaurant,
4.9,"Beautiful place, but the beer isn't cool enough, the spanish food seems chinese fast food, the tapas to share aren't enough for even one person and the service sucks, we had to wait ages to order.",Spanish Restaurant,
,,Tapas Restaurant,
6.0,One of the best places to eat in Bluewater. It's not cheap but it's not processed rubbish either,Tapas Restaurant,
,Iberico ham,Tapas Restaurant,
5.2,"The worst meal I had in a long time! Very low quality food and not even cooked very well, there was just NOTHING I liked! So disappointing!",Tapas Restaurant,
,"Not a fan personally.. The chicken I ordered came out dry as ghandi's flip-flop, despite being leg meat. Likewise with the spanish omelette. It was as if the food had been out for days. Disappointing!",Tapas Restaurant,
7.7,"Every time we eat here we are impressed by the freshness of the food and flavours. Love the spicy sardines on toast, butter bean and chorizo stew, and salad with cheese, walnuts and port reduction!",Tapas Restaurant,
8.2,"I LOVE the Sardines, Steak fillet, port fillet and custard for dessert. I tried many plates but these are the best one.",Tapas Restaurant,
8.1,Go and have lots of fondue!,Swiss Restaurant,
,,Swiss Restaurant,
,,Swiss Restaurant,
,Fondue - fantastic. Wine and cocktails excellent! 🍸🍸🍸,Swiss Restaurant,
,,Swiss Restaurant,
6.3,"It was great fun, but I'm glad I come on a company party and didn't have to pay for it. I'd be a bit annoyed if I have payed £50 for it.",Theme Restaurant,
6.6,Blindingly good experience. Do you see what I did?,Theme Restaurant,
6.4,"Limited,boring,overpriced (for what you get) menu but it's all about the decor,and the kids love it.Better places to go for food if you are child-less.",Theme Restaurant,
,"Cute atmosphere, good brunch!",Theme Restaurant,
,,Ukrainian Restaurant,
,,Ukrainian Restaurant,
7.4,Mindblowing veg manchurian,Vegetarian / Vegan Restaurant,
9.1,Get a slice vegan chocolate cake & a soya latte while waiting for your tattoo appointment next door at Kids Love Ink.,Vegetarian / Vegan Restaurant,
7.9,"I really love that smell of squashed fruit when you walk in, my favorite are citrus juice cleanse",Vegetarian / Vegan Restaurant,
7.9,Great vegan and vegetarian junk food! On Sunday they offer brunch with vegan chicken and waffles.,Vegetarian / Vegan Restaurant,
9.2,"Don't let the unmarked back alley scare you, this is one of the best brunch cafes in London! Cosy, off the street, friendly, and great seating inside and outside. Go early.",Vegetarian / Vegan Restaurant,
7.4,"I'm always fascinated by how much trendy coffee shops can push the price of Avocado toast made of one piece of sourdough bread. I think Mother is winning so far. Very small, £6 and was well spicy 🔥",Vegetarian / Vegan Restaurant,
6.9,"Get chili sauce, it is fast service but make sure you have cash as they don't accept cards.",Vegetarian / Vegan Restaurant,
6.7,"The Toasties are amazing (but expensive). Go with Natura if you have nowhere else to go, otherwise I recommend trying Birdie Num Nums or Chinwag.",Vegetarian / Vegan Restaurant,
5.6,"Hard as rock lemon poppy seeds muffin, extra-boiling 'flat white', rude guy at the till. Lovely girl w/hair band replaced my coffee, at least she tried to help.",Vegetarian / Vegan Restaurant,
7.4,Be aware that there is no business lounge :-(,Airport,
7.4,forest and birds as background lounge sound ?? nice for 10 mim and really annoying after 30mim :-/,Airport,
7.4,WiFi here is great quick security well designed airport,Airport,
7.4,By far the most pleasant airport experience of all London airports. Easily less than 10 mins between entering airport building and reaching the gate!,Airport,
7.4,No Lufthansa office + usual UK dislike of anything German leaves you without any assistance in case of problems :(,Airport,
7.4,"Take the DLR,  parking is limited and astronomical.",Airport,
7.4,"Olympics may be over, but London is still one of the greatest cities in Europe. Make the most of your London trip with Lufthansa BeLocal.",Airport,
,i come from argentina and i want to know how can i from London to the Damyns hall aerodrome. i want to know transport or something useful and comfortable for me .,Airport,
,,Airport,
7.4,5 minutes from taxi to beer at the bar.... Not bad!,Airport,
,"Lounge has much bigger choice now - cheeses, cakes, sandwiches - much nicer",Airport Gate,
,Unless you have a US passport this is by far the best way to get to JKF but they really should sort the Wi-Fi in the lounge City Airport Wi-Fi is a pain. BA please provide your own,Airport Gate,
,Waiting...and waiting,Airport Gate,
,It's a place where you board your plane. It's like a bus depot but with letter seats.,Airport Gate,
,,Airport Gate,
,Vlucht naar Rotterdam,Airport Gate,
,,Airport Gate,
,,Airport Gate,
,,Airport Gate,
,U can smell the fumes from the planes. Not good if ur sensitive to this,Airport Gate,
,No restrooms at the gate.,Airport Gate,
,don t put more than 23 kilos in your luggage,Airport Gate,
,Foods are just fab. Can do last minute shopping too,Airport Gate,
,,Airport Gate,
,,Airport Gate,
,,Airport Gate,
,,Airport Gate,
5.7,Hate this lounge. Today two consecutive AirFrance cancellations. Sitting on a wooden chair for already 7 hours,Airport Lounge,
,British airways suck big time in no comparison to etihad... a lounge with no salad! That is unheared of!,Airport Lounge,
5.7,"Best airport in London, easy & relaxed 🔝😊",Airport Lounge,
,British airways suck big time in no comparison to etihad... a lounge with no salad! That is unheared of!,Airport Lounge,
,,Night Market,
,,Night Market,
,,Night Market,
,,Night Market,
,"Only sells weak beer like Carling, Foster's and Carlsberg and was told no draught at the weekend. Seems to be selling supermarket drinks. Not good.",Gay Bar,
7.7,"Only place in Canary Wharf on a Friday that's not packed, obnoxious and loud. Great music, great cocktails, top notch!",Speakeasy,
,,Speakeasy,
,,Speakeasy,
,,Speakeasy,
,"Le Sorelle is on Facebook as Le Sorelle, @lesorellelondon twitter",Speakeasy,
,Amazing. They closed the roof terrace way to early though :'(,Speakeasy,
,,Strip Club,
,,Strip Club,
7.9,This building has a stunning  design and tonnes of natural light,Recreation Center,
5.9,Nice place ...,Recreation Center,
7.9,This building has a stunning  design and tonnes of natural light,Recreation Center,
5.9,Nice place ...,Recreation Center,
,,Recreation Center,
,,Recreation Center,
,,Recreation Center,
,,Recreation Center,
,,Recreation Center,
,,Recreation Center,
7.9,This building has a stunning  design and tonnes of natural light,Recreation Center,
7.9,This building has a stunning  design and tonnes of natural light,Recreation Center,
7.8,Large athletic goods store. You can find cheap items and just about anything you may need for any sport...,Sporting Goods Shop,
7.8,Decathlon sells almost everything sporty!! There are 2 building and the staff are very helpful!! Some sections are smaller then others but makes up with the quality and prices of each item in store!!,Sporting Goods Shop,
6.5,Best spot for dive equipment in Central London,Sporting Goods Shop,
7.8,Great value products!,Sporting Goods Shop,
7.1,Customer toilets available.,Sporting Goods Shop,
6.7,Large sports store with ample parking. Staff need to get with the programme.,Sporting Goods Shop,
,,Sporting Goods Shop,
6.8,Really nice fitness bike for 199!!!,Sporting Goods Shop,
5.9,"You can find decent deals for apparel and shoes from past seasons. If you know what you want, you will probably find it cheaper online. The back wall is a steal though if you like something that fits.",Sporting Goods Shop,
,,Sporting Goods Shop,
7.8,Great value products!,Sporting Goods Shop,
7.1,Customer toilets available.,Sporting Goods Shop,
5.7,,Sporting Goods Shop,
7.0,"Located outside the stadium, by bridge 5, the store is spread over two floors, upper has majority of WHUFC merchandise, whereas lower level has a cafe, toilets and a personalised merchandise station.",Sporting Goods Shop,
6.7,,Sporting Goods Shop,
,,Sporting Goods Shop,
,Į love This shop,Sporting Goods Shop,
6.8,,Sporting Goods Shop,
6.4,Security here are terrible. Don't stand still to long they get paranoid,Sporting Goods Shop,
,,Sporting Goods Shop,
5.6,"Always a bit of a chaotic layout. But good prices, friendly staff,  and we found what we wanted.",Sporting Goods Shop,
,,Sporting Goods Shop,
,,Sporting Goods Shop,
,Ridiculously expensive priced items aimed at dumb middle class customers.,Sporting Goods Shop,
,,Sporting Goods Shop,
,,Sporting Goods Shop,
6.2,Some great deals got some great darts to kick jimmy's arse with lol,Sporting Goods Shop,
,,Sporting Goods Shop,
,,Sporting Goods Shop,
,,Sporting Goods Shop,
,Great customer service,Sporting Goods Shop,
,,Sporting Goods Shop,
,,Sporting Goods Shop,
,Climb that mountain!,Sporting Goods Shop,
,Bargain prices!,Sporting Goods Shop,
,,Sporting Goods Shop,
,,Sporting Goods Shop,
,If it's icy and you are worried about slipping call ICEGRIPPER or check the website www.icegripper.co.uk,Sporting Goods Shop,
,,Sporting Goods Shop,
,Spend a fortune! Or be cunning and wait for the 40% reductions....and still spend a fortune!,Sporting Goods Shop,
,,Sporting Goods Shop,
,Good priced sports clothes,Sporting Goods Shop,
,,Sporting Goods Shop,
,What a bleedin dump.,Sporting Goods Shop,
,,Sporting Goods Shop,
,,Sporting Goods Shop,
5.3,Tons of good bargains everyday.,Sporting Goods Shop,
,,Sporting Goods Shop,
,,Sporting Goods Shop,
,,Sporting Goods Shop,
,,Sporting Goods Shop,
,,Sporting Goods Shop,
,"Proper service, by runners for runners.  Recommended.",Sporting Goods Shop,
8.8,"Clean restroom upstairs, spaces to sit, free wifi, free water, free USB ports, coffee and snacks in the cafe... Oh and there's yoga pants for sale.",Sporting Goods Shop,
,Coke always flat and the bar staff are ignorant,Soccer Field,
6.3,Look out for The Liberty Legends who play in the Monday night league. Their manager is super HOT.,Soccer Field,
,Football time⚽️,Soccer Field,
,Proper 4G astro turf,Soccer Field,
,,Soccer Field,
,,Soccer Field,
,,Soccer Field,
5.8,"Always book the classes using the online system, less queueing involved",Gym Pool,
